CH130	OptDecentr_0.5	112	2	10	=	189	1402+878+=	2281	99	0+0+=	0
CH130	OptDecentr_0.5	113	2	10	=	204	1753+705+=	2458	99	0+0+=	0
CH130	OptDecentr_0.5	114	2	10	=	172	1375+1507+=	2883	99	0+0+=	0
CH130	OptDecentr_0.5	115	2	10	=	222	1389+1155+=	2545	99	0+0+=	0
CH130	OptDecentr_0.5	116	2	10	=	273	1248+1491+=	2740	99	0+0+=	0
CH130	OptDecentr_0.5	117	2	10	=	141	1465+1039+=	2505	99	0+0+=	0
CH130	OptDecentr_0.5	118	2	10	=	333	1106+1442+=	2549	99	0+0+=	0
CH130	OptDecentr_0.5	119	2	10	=	326	1414+1194+=	2609	99	0+0+=	0
CH130	OptDecentr_0.5	120	2	10	=	157	1401+906+=	2308	99	0+0+=	0
CH130	OptDecentr_0.5	121	2	10	=	396	1090+1455+=	2545	99	0+0+=	0
CH130	OptDecentr_0.5	122	2	10	=	179	1647+1534+=	3181	99	0+0+=	0
CH130	OptDecentr_0.5	123	2	10	=	325	833+852+=	1686	99	0+0+=	0
CH130	OptDecentr_0.5	124	2	10	=	246	1026+851+=	1878	99	0+0+=	0
CH130	OptDecentr_0.5	125	2	10	=	216	897+825+=	1723	99	0+0+=	0
CH130	OptDecentr_0.5	126	2	10	=	141	1218+923+=	2142	99	0+0+=	0
CH130	OptDecentr_0.5	127	2	10	=	143	840+1203+=	2044	99	0+0+=	0
CH130	OptDecentr_0.5	128	2	10	=	152	1240+877+=	2117	99	0+0+=	0
CH130	OptDecentr_0.5	129	2	10	=	190	889+1820+=	2709	99	0+0+=	0
CH130	OptDecentr_0.5	0	2	11	=	161	1928+758+=	2686	99	0+0+=	0
CH130	OptDecentr_0.5	1	2	11	=	200	1170+1460+=	2631	99	0+0+=	0
CH130	OptDecentr_0.5	2	2	11	=	424	1597+1429+=	3027	99	0+0+=	0
CH130	OptDecentr_0.5	3	2	11	=	251	1042+1705+=	2747	99	0+0+=	0
CH130	OptDecentr_0.5	4	2	11	=	940	1340+1722+=	3063	99	0+0+=	0
CH130	FullCentr10.0	0	4	30	=	1015	1582+357+175+1481+=	3596	99	0+0+0+0+=	0
CH130	noRealloc10.0	2	4	30	0+73+20+17+20=	73	2002+1934+1286+1730+=	6953	99	0+0+0+0+=	0
CH130	FullCentr10.0	0	4	30	=	1226	1582+357+175+1481+=	3596	99	0+0+0+0+=	0
